order_id,order_date,ship_date,customer_id,product_id,sales,quantity,profit,discount
CA-2023-135545,2023-11-24,2023-11-30,KM-16720,FUR-FU-10000397,79.76,4,22.3328,0.0
US-2023-164175,2023-04-30,2023-05-05,PS-18970,FUR-CH-10001146,213.115,5,-15.2225,0.3
CA-2022-106376,2022-12-05,2022-12-10,BS-11590,OFF-AR-10002671,1113.024,8,111.3024,0.2
CA-2022-106376,2022-12-05,2022-12-10,BS-11590,TEC-PH-10002726,167.968,4,62.988,0.2
CA-2025-119823,2025-06-04,2025-06-06,KD-16270,OFF-PA-10000482,75.88,2,35.6636,0.0
CA-2025-106075,2025-09-18,2025-09-23,HM-14980,OFF-BI-10004654,4.616,1,1.731,0.2
CA-2024-114440,2024-09-14,2024-09-17,TB-21520,OFF-PA-10004675,19.05,3,8.763,0.0
US-2023-134026,2023-04-26,2023-05-02,JE-15745,FUR-CH-10000513,831.936,8,-114.3912,0.2
US-2023-134026,2023-04-26,2023-05-02,JE-15745,FUR-FU-10003708,97.04,2,1.213,0.2
US-2023-134026,2023-04-26,2023-05-02,JE-15745,OFF-ST-10004123,72.784,1,-18.196,0.2
US-2024-118038,2024-12-09,2024-12-11,KB-16600,OFF-BI-10004182,1.248,3,-1.9344,0.8
US-2024-118038,2024-12-09,2024-12-11,KB-16600,FUR-FU-10000260,9.708,3,-5.8248,0.6
US-2024-118038,2024-12-09,2024-12-11,KB-16600,OFF-ST-10000615,27.24,3,2.724,0.2
US-2022-147606,2022-11-26,2022-12-01,JE-15745,FUR-FU-10003194,19.3,5,-14.475,0.6
CA-2025-127208,2025-06-12,2025-06-15,SC-20770,OFF-AP-10002118,208.16,1,56.2032,0.0
CA-2025-127208,2025-06-12,2025-06-15,SC-20770,OFF-BI-10002309,16.74,3,8.0352,0.0
CA-2022-139451,2022-10-12,2022-10-16,DN-13690,OFF-AR-10002053,14.9,5,4.172,0.0
CA-2022-139451,2022-10-12,2022-10-16,DN-13690,OFF-ST-10002370,21.39,1,6.2031,0.0
CA-2023-149734,2023-09-03,2023-09-08,JC-16105,OFF-EN-10000927,200.984,7,62.8075,0.2
US-2024-119662,2024-11-13,2024-11-16,CS-12400,OFF-ST-10003656,230.376,3,-48.9549,0.2
CA-2024-140088,2024-05-28,2024-05-30,PO-18865,FUR-CH-10000863,301.96,2,33.2156,0.0
CA-2024-155558,2024-10-26,2024-11-02,PG-18895,TEC-AC-10001998,19.99,1,6.7966,0.0
CA-2024-155558,2024-10-26,2024-11-02,PG-18895,OFF-LA-10000134,6.16,2,2.9568,0.0
CA-2025-159695,2025-04-05,2025-04-10,GM-14455,OFF-ST-10003442,158.368,7,13.8572,0.2
CA-2025-109806,2025-09-17,2025-09-22,JS-15685,OFF-AR-10004930,20.1,3,6.633,0.0
CA-2025-109806,2025-09-17,2025-09-22,JS-15685,TEC-PH-10004093,73.584,2,8.2782,0.2
CA-2025-109806,2025-09-17,2025-09-22,JS-15685,OFF-PA-10000304,6.48,1,3.1104,0.0
CA-2023-149587,2023-01-31,2023-02-05,KB-16315,OFF-PA-10003177,12.96,2,6.2208,0.0
CA-2023-149587,2023-01-31,2023-02-05,KB-16315,FUR-FU-10003799,53.34,3,16.5354,0.0
CA-2023-149587,2023-01-31,2023-02-05,KB-16315,OFF-BI-10002852,32.96,2,16.1504,0.0
US-2024-109484,2024-11-06,2024-11-12,RB-19705,OFF-BI-10004738,5.682,1,-3.788,0.7
CA-2024-161018,2024-11-09,2024-11-11,PN-18775,FUR-FU-10000629,96.53,7,40.5426,0.0
CA-2024-157833,2024-06-17,2024-06-20,KD-16345,OFF-BI-10001721,51.312,3,17.9592,0.2
CA-2025-149223,2025-09-06,2025-09-11,ER-13855,OFF-AP-10000358,77.88,6,22.5852,0.0
CA-2025-158568,2025-08-29,2025-09-02,RB-19465,OFF-PA-10003256,64.624,7,22.6184,0.2
CA-2025-158568,2025-08-29,2025-09-02,RB-19465,TEC-AC-10001767,95.976,3,-10.7973,0.2
CA-2025-158568,2025-08-29,2025-09-02,RB-19465,OFF-BI-10002609,1.788,3,-3.0396,0.8
CA-2025-129903,2025-12-01,2025-12-04,GZ-14470,OFF-PA-10004040,23.92,4,11.7208,0.0
US-2023-156867,2023-11-13,2023-11-17,LC-16870,TEC-AC-10001552,238.896,6,-26.8758,0.2
US-2023-156867,2023-11-13,2023-11-17,LC-16870,FUR-FU-10004006,102.36,3,-3.8385,0.2
US-2023-156867,2023-11-13,2023-11-17,LC-16870,OFF-BI-10002794,36.882,3,-25.8174,0.7
CA-2024-119004,2024-11-23,2024-11-28,JM-15250,TEC-AC-10003499,74.112,8,17.6016,0.2
CA-2024-119004,2024-11-23,2024-11-28,JM-15250,TEC-PH-10002844,27.992,1,2.0994,0.2
CA-2024-119004,2024-11-23,2024-11-28,JM-15250,OFF-AR-10000390,3.304,1,1.0738,0.2
CA-2023-129476,2023-10-15,2023-10-20,PA-19060,TEC-AC-10000844,339.96,5,67.992,0.2
CA-2024-146780,2024-12-25,2024-12-30,CV-12805,FUR-FU-10001934,41.96,2,10.9096,0.0
CA-2025-128867,2025-11-03,2025-11-10,CL-12565,OFF-AR-10000380,75.96,2,22.788,0.0
CA-2025-128867,2025-11-03,2025-11-10,CL-12565,OFF-BI-10003981,27.24,6,13.3476,0.0
CA-2022-115259,2022-08-25,2022-08-27,RC-19960,OFF-FA-10000621,40.096,14,14.5348,0.2
CA-2022-115259,2022-08-25,2022-08-27,RC-19960,OFF-EN-10002600,4.72,2,1.652,0.2
CA-2022-115259,2022-08-25,2022-08-27,RC-19960,OFF-PA-10004965,23.976,3,7.4925,0.2
CA-2022-115259,2022-08-25,2022-08-27,RC-19960,OFF-EN-10002504,130.464,6,44.0316,0.2
CA-2023-110457,2023-03-02,2023-03-06,DK-13090,FUR-TA-10001768,787.53,3,165.3813,0.0
US-2023-136476,2023-04-05,2023-04-10,GG-14650,OFF-BI-10003650,157.794,1,-115.7156,0.7
CA-2025-103730,2025-06-12,2025-06-15,SC-20725,FUR-FU-10002157,47.04,3,18.3456,0.0
CA-2025-103730,2025-06-12,2025-06-15,SC-20725,OFF-BI-10003910,30.84,4,13.878,0.0
CA-2025-103730,2025-06-12,2025-06-15,SC-20725,OFF-ST-10000777,226.56,6,63.4368,0.0
CA-2025-103730,2025-06-12,2025-06-15,SC-20725,OFF-EN-10002500,115.02,9,51.759,0.0
CA-2025-103730,2025-06-12,2025-06-15,SC-20725,TEC-PH-10003875,68.04,7,19.7316,0.0
US-2022-152030,2022-12-26,2022-12-28,AD-10180,FUR-CH-10004063,600.558,3,-8.5794,0.3
US-2022-134614,2022-09-20,2022-09-25,PF-19165,FUR-TA-10004534,617.7,6,-407.682,0.5
US-2024-107272,2024-11-05,2024-11-12,TS-21610,OFF-BI-10003274,2.388,2,-1.8308,0.7
US-2024-107272,2024-11-05,2024-11-12,TS-21610,OFF-ST-10002974,243.992,7,30.499,0.2
US-2025-125969,2025-11-06,2025-11-10,LS-16975,FUR-CH-10001146,81.424,2,-9.1602,0.2
US-2025-125969,2025-11-06,2025-11-10,LS-16975,FUR-FU-10003773,238.56,3,26.2416,0.0
US-2024-164147,2024-02-02,2024-02-05,DW-13585,TEC-PH-10002293,59.97,5,-11.994,0.4
US-2024-164147,2024-02-02,2024-02-05,DW-13585,OFF-PA-10002377,78.304,2,29.364,0.2
US-2024-164147,2024-02-02,2024-02-05,DW-13585,OFF-FA-10002780,21.456,9,6.9732,0.2
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,OFF-PA-10001804,20.04,3,9.6192,0.0
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,OFF-PA-10001736,35.44,1,16.6568,0.0
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,OFF-AR-10001149,11.52,4,3.456,0.0
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,OFF-FA-10002988,4.02,2,1.9698,0.0
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,OFF-BI-10004781,76.176,3,26.6616,0.2
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,OFF-SU-10001218,65.88,6,18.4464,0.0
CA-2025-145583,2025-10-13,2025-10-19,LC-16885,FUR-FU-10001706,43.12,14,20.6976,0.0
CA-2025-110366,2025-09-05,2025-09-07,JD-15895,FUR-FU-10004848,82.8,2,10.35,0.2
CA-2024-106180,2024-09-18,2024-09-23,SH-19975,OFF-AR-10000940,8.82,3,2.3814,0.0
CA-2024-106180,2024-09-18,2024-09-23,SH-19975,OFF-EN-10004030,10.86,3,5.1042,0.0
CA-2024-106180,2024-09-18,2024-09-23,SH-19975,OFF-PA-10004327,143.7,3,68.976,0.0
CA-2024-155376,2024-12-22,2024-12-27,SG-20080,OFF-AP-10001058,839.43,3,218.2518,0.0
CA-2023-110744,2023-09-07,2023-09-12,HA-14920,OFF-ST-10003656,671.93,7,20.1579,0.0
CA-2022-110072,2022-10-22,2022-10-28,MG-17680,FUR-FU-10000521,93.888,4,12.9096,0.2
CA-2025-114489,2025-12-05,2025-12-09,JE-16165,TEC-PH-10000215,384.45,11,103.8015,0.0
CA-2025-114489,2025-12-05,2025-12-09,JE-16165,TEC-PH-10001448,149.97,3,5.9988,0.0
CA-2025-114489,2025-12-05,2025-12-09,JE-16165,FUR-CH-10000454,1951.84,8,585.552,0.0
CA-2025-114489,2025-12-05,2025-12-09,JE-16165,OFF-BI-10002735,171.55,5,80.6285,0.0
CA-2025-158834,2025-03-13,2025-03-16,TW-21025,OFF-AP-10000326,157.92,5,17.766,0.2
CA-2025-158834,2025-03-13,2025-03-16,TW-21025,TEC-PH-10001254,203.184,2,15.2388,0.2
CA-2023-124919,2023-05-31,2023-06-02,SP-20650,OFF-PA-10001950,58.38,7,26.271,0.0
CA-2023-124919,2023-05-31,2023-06-02,SP-20650,OFF-PA-10002254,105.52,4,48.5392,0.0
CA-2023-124919,2023-05-31,2023-06-02,SP-20650,OFF-ST-10001590,80.88,6,21.0288,0.0
CA-2023-118948,2023-05-28,2023-06-03,NK-18490,OFF-AR-10001547,6.63,3,1.7901,0.0
CA-2022-104269,2022-03-01,2022-03-06,DB-13060,FUR-CH-10004063,457.568,2,51.4764,0.2
CA-2025-114104,2025-11-20,2025-11-24,NP-18670,OFF-LA-10002475,14.62,2,6.8714,0.0
CA-2025-114104,2025-11-20,2025-11-24,NP-18670,TEC-PH-10004536,944.93,7,236.2325,0.0
CA-2025-162733,2025-05-11,2025-05-12,TT-21070,OFF-PA-10002751,5.98,1,2.691,0.0
CA-2023-119697,2023-12-28,2023-12-31,EM-13960,TEC-AC-10003657,54.384,2,1.3596,0.2
CA-2025-154508,2025-11-16,2025-11-20,RD-19900,OFF-EN-10001990,28.4,5,13.348,0.0
CA-2025-113817,2025-11-07,2025-11-11,MJ-17740,OFF-BI-10004002,27.68,2,9.688,0.2
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,OFF-AR-10004441,9.936,3,2.7324,0.2
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,TEC-MA-10000822,8159.952,8,-1359.992,0.4
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,OFF-ST-10000991,275.928,3,-58.6347,0.2
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,FUR-CH-10004287,1740.06,9,-24.858,0.3
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,OFF-AR-10002656,32.064,6,6.8136,0.2
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,OFF-AP-10002518,177.98,5,-453.849,0.8
CA-2022-139892,2022-09-08,2022-09-12,BM-11140,TEC-PH-10003931,143.976,3,8.9985,0.2
CA-2022-118962,2022-08-05,2022-08-09,CS-12130,OFF-PA-10000659,20.94,3,9.8418,0.0
CA-2022-118962,2022-08-05,2022-08-09,CS-12130,OFF-PA-10001144,110.96,2,53.2608,0.0
CA-2022-118962,2022-08-05,2022-08-09,CS-12130,FUR-CH-10003817,340.144,7,21.259,0.2
US-2022-100853,2022-09-14,2022-09-19,JB-15400,OFF-AP-10000891,52.448,2,-131.12,0.8
US-2022-100853,2022-09-14,2022-09-19,JB-15400,OFF-LA-10003148,20.16,4,6.552,0.2
US-2024-152366,2024-04-21,2024-04-25,SJ-20500,OFF-AP-10002684,97.264,4,-243.16,0.8
US-2023-101511,2023-11-21,2023-11-23,JE-15745,FUR-CH-10004698,396.802,7,-11.3372,0.3
US-2023-101511,2023-11-21,2023-11-23,JE-15745,OFF-SU-10002189,15.88,5,-3.7715,0.2
CA-2023-137225,2023-12-15,2023-12-19,JK-15640,OFF-AR-10001940,3.28,1,1.4104,0.0
CA-2022-166191,2022-12-05,2022-12-09,DK-13150,OFF-ST-10003455,24.816,2,1.8612,0.2
CA-2022-166191,2022-12-05,2022-12-09,DK-13150,TEC-AC-10004659,408.744,7,76.6395,0.2
CA-2022-158274,2022-11-19,2022-11-24,RM-19675,TEC-PH-10003273,503.96,4,131.0296,0.0
CA-2022-158274,2022-11-19,2022-11-24,RM-19675,TEC-PH-10004896,149.95,5,41.986,0.0
CA-2022-158274,2022-11-19,2022-11-24,RM-19675,TEC-AC-10002345,29.0,2,7.25,0.0
CA-2025-105018,2025-11-28,2025-12-02,SK-19990,OFF-BI-10001890,7.16,2,3.4368,0.0
CA-2022-123260,2022-08-26,2022-08-30,FM-14290,TEC-AC-10002323,176.8,8,22.984,0.0
CA-2025-157000,2025-07-16,2025-07-22,AM-10360,OFF-ST-10001328,37.224,3,3.7224,0.2
CA-2025-157000,2025-07-16,2025-07-22,AM-10360,OFF-PA-10001950,20.016,3,6.255,0.2
CA-2023-102281,2023-10-12,2023-10-14,MP-17470,FUR-BO-10002613,899.136,4,112.392,0.2
CA-2023-102281,2023-10-12,2023-10-14,MP-17470,TEC-PH-10001552,71.76,6,20.0928,0.0
CA-2023-102281,2023-10-12,2023-10-14,MP-17470,OFF-PA-10000061,51.84,8,24.8832,0.0
CA-2023-102281,2023-10-12,2023-10-14,MP-17470,FUR-BO-10002545,626.352,3,46.9764,0.2
CA-2023-102281,2023-10-12,2023-10-14,MP-17470,OFF-AR-10003514,19.9,5,6.567,0.0
CA-2023-131457,2023-10-31,2023-11-06,MZ-17515,OFF-EN-10001509,14.28,7,6.7116,0.0
CA-2022-140004,2022-03-21,2022-03-25,CB-12025,OFF-AR-10004685,7.408,2,1.2038,0.2
CA-2022-140004,2022-03-21,2022-03-25,CB-12025,OFF-AR-10004027,6.048,3,1.5876,0.2
CA-2024-107720,2024-11-06,2024-11-13,VM-21685,OFF-ST-10001414,46.26,3,12.0276,0.0
US-2024-124303,2024-07-06,2024-07-13,FH-14365,OFF-BI-10000343,2.946,2,-2.2586,0.7
US-2024-124303,2024-07-06,2024-07-13,FH-14365,OFF-PA-10002749,16.056,3,5.8203,0.2
CA-2024-105074,2024-06-24,2024-06-29,MB-17305,OFF-PA-10002666,21.744,3,6.795,0.2
CA-2022-133690,2022-08-03,2022-08-05,BS-11755,FUR-TA-10004289,218.75,2,-161.875,0.5
CA-2022-133690,2022-08-03,2022-08-05,BS-11755,OFF-AP-10003622,2.6,1,0.2925,0.2
US-2024-116701,2024-12-17,2024-12-21,LC-17140,OFF-AP-10003217,66.284,2,-178.9668,0.8
CA-2024-126382,2024-06-03,2024-06-07,HK-14890,FUR-FU-10002960,35.168,7,9.6712,0.2
CA-2024-108329,2024-12-09,2024-12-14,LE-16810,TEC-PH-10001918,444.768,4,44.4768,0.2
CA-2024-135860,2024-12-01,2024-12-07,JH-15985,OFF-ST-10000642,83.92,4,5.8744,0.0
CA-2024-135860,2024-12-01,2024-12-07,JH-15985,TEC-PH-10001700,131.98,2,35.6346,0.0
CA-2024-135860,2024-12-01,2024-12-07,JH-15985,OFF-BI-10003274,15.92,4,7.4824,0.0
CA-2024-135860,2024-12-01,2024-12-07,JH-15985,OFF-FA-10000134,52.29,9,16.2099,0.0
CA-2024-135860,2024-12-01,2024-12-07,JH-15985,OFF-ST-10001522,91.99,1,3.6796,0.0
CA-2023-101007,2023-02-09,2023-02-13,MS-17980,TEC-AC-10001266,20.8,2,6.5,0.2
CA-2023-146262,2023-01-02,2023-01-09,VW-21775,OFF-LA-10004544,23.68,2,8.88,0.2
CA-2023-146262,2023-01-02,2023-01-09,VW-21775,FUR-BO-10004695,452.45,5,-244.323,0.5
CA-2023-146262,2023-01-02,2023-01-09,VW-21775,TEC-PH-10002844,62.982,3,-14.6958,0.4
CA-2023-146262,2023-01-02,2023-01-09,VW-21775,TEC-MA-10000864,1188.0,9,-950.4,0.7
CA-2023-146262,2023-01-02,2023-01-09,VW-21775,TEC-AC-10000109,89.584,2,4.4792,0.2
CA-2025-130162,2025-10-28,2025-11-01,JH-15910,OFF-ST-10001328,93.06,6,26.0568,0.0
CA-2025-130162,2025-10-28,2025-11-01,JH-15910,TEC-PH-10002563,302.376,3,22.6782,0.2
CA-2023-169397,2023-12-24,2023-12-27,JB-15925,OFF-FA-10000585,5.584,2,1.8148,0.2
CA-2023-169397,2023-12-24,2023-12-27,JB-15925,OFF-PA-10004000,22.704,6,8.2302,0.2
CA-2023-169397,2023-12-24,2023-12-27,JB-15925,OFF-BI-10002852,19.776,4,-13.8432,0.7
CA-2023-169397,2023-12-24,2023-12-27,JB-15925,FUR-FU-10000087,72.704,4,19.0848,0.2
CA-2023-169397,2023-12-24,2023-12-27,JB-15925,TEC-MA-10001148,479.988,4,-383.9904,0.7
CA-2023-169397,2023-12-24,2023-12-27,JB-15925,OFF-AR-10001958,27.168,2,2.7168,0.2
CA-2023-163055,2023-08-09,2023-08-16,DS-13180,OFF-AR-10001026,2.2,1,0.968,0.0
CA-2023-163055,2023-08-09,2023-08-16,DS-13180,FUR-TA-10003748,622.45,5,136.939,0.0
CA-2023-163055,2023-08-09,2023-08-16,DS-13180,OFF-ST-10002485,21.98,1,0.2198,0.0
US-2023-145436,2023-02-28,2023-03-04,VD-21670,FUR-CH-10004860,161.568,2,-28.2744,0.2
US-2023-145436,2023-02-28,2023-03-04,VD-21670,FUR-CH-10004477,389.696,8,43.8408,0.2
US-2022-156216,2022-09-13,2022-09-17,EA-14035,OFF-BI-10001679,18.648,7,-12.432,0.7
US-2024-100930,2024-04-07,2024-04-12,CS-12400,FUR-TA-10001705,233.86,2,-102.048,0.45
US-2024-100930,2024-04-07,2024-04-12,CS-12400,FUR-TA-10003473,620.6145,3,-248.2458,0.45
US-2024-100930,2024-04-07,2024-04-12,CS-12400,OFF-BI-10001679,5.328,2,-3.552,0.7
US-2024-100930,2024-04-07,2024-04-12,CS-12400,FUR-FU-10004017,258.072,3,0.0,0.2
US-2024-100930,2024-04-07,2024-04-12,CS-12400,TEC-AC-10003832,617.976,3,-7.7247,0.2
CA-2024-160514,2024-11-12,2024-11-16,DB-13120,OFF-PA-10002479,10.56,2,4.752,0.0
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,OFF-PA-10003349,25.92,5,9.396,0.2
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,FUR-FU-10000576,419.68,5,-356.728,0.6
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,FUR-FU-10004351,11.688,3,-4.6752,0.6
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,TEC-PH-10000011,31.984,2,11.1944,0.2
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,FUR-TA-10002607,177.225,5,-120.513,0.5
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,FUR-FU-10002505,4.044,3,-2.8308,0.6
CA-2025-157749,2025-06-04,2025-06-09,KL-16645,OFF-AR-10004685,7.408,2,1.2038,0.2
CA-2022-131926,2022-06-01,2022-06-06,DW-13480,FUR-CH-10004063,2001.86,7,580.5394,0.0
CA-2022-131926,2022-06-01,2022-06-06,DW-13480,OFF-ST-10002276,166.72,2,41.68,0.0
CA-2022-131926,2022-06-01,2022-06-06,DW-13480,OFF-PA-10004082,47.88,6,23.94,0.0
CA-2022-131926,2022-06-01,2022-06-06,DW-13480,OFF-AP-10002945,1503.25,5,496.0725,0.0
CA-2022-131926,2022-06-01,2022-06-06,DW-13480,OFF-PA-10000061,25.92,4,12.4416,0.0
CA-2025-154739,2025-12-10,2025-12-15,LH-17155,FUR-CH-10002965,321.568,2,28.1372,0.2
CA-2025-145625,2025-09-11,2025-09-17,KC-16540,OFF-PA-10004569,7.61,1,3.5767,0.0
CA-2025-145625,2025-09-11,2025-09-17,KC-16540,TEC-AC-10003832,3347.37,13,636.0003,0.0
CA-2025-146941,2025-12-10,2025-12-13,DL-13315,OFF-ST-10001228,80.58,6,22.5624,0.0
CA-2025-146941,2025-12-10,2025-12-13,DL-13315,OFF-EN-10003296,361.92,4,162.864,0.0
